0.03	0.02	0.911547	-0.00534171	0.41116	3.9845
0.04	0.04	0.910676	0.00698059	0.413061	3.986
0	-0.06	0.912529	-0.00737771	0.408946	3.9895
0.02	-0.1	0.911843	-0.00388373	0.41052	3.9915
0.02	-0.01	0.912875	-0.00158323	0.408236	3.992
0.01	-0.08	0.914069	-0.00516126	0.405526	3.995
0.01	-0.07	0.911696	-0.00543746	0.410829	3.9965
0.03	-1.04083e-017	0.914092	-0.000946755	0.405506	3.9975
0.03	-0.1	0.913732	-0.00645369	0.406266	4.0005
0.01	0.04	0.913981	-0.00404611	0.405738	4.001
0.04	-0.01	0.913138	-0.00497851	0.40762	4.003
0.05	0.05	0.914023	-0.0050297	0.405631	4.0035
0.03	-0.02	0.912194	-0.00350009	0.409743	4.0045
0.03	-0.07	0.911309	0.0027954	0.411713	4.0055
0.03	0.05	0.915152	-0.0012646	0.403108	4.0055
0.07	-0.03	0.911923	-0.00761073	0.410291	4.0065
0.03	-0.1	0.912519	0.00688796	0.408975	4.0075
0.02	0.05	0.915209	-0.00741349	0.402912	4.008
0.08	-0.07	0.911051	-0.00495957	0.412264	4.009
-3.88361e-016	0.05	0.916605	0.00372867	0.399777	4.0095
0.06	0.01	0.914656	-0.00172118	0.404231	4.0095
0.02	0.1	0.916869	-0.00481288	0.39916	4.011
0.05	0.1	0.913542	0.00115859	0.406743	4.0125
0.08	-0.01	0.912465	0.00286577	0.409145	4.0125
0.01	-0.06	0.915178	-0.00675432	0.402992	4.013
0.01	0.06	0.915816	-0.00197125	0.401593	4.0135
0.08	0.08	0.912419	0.00695773	0.409198	4.0145
0.05	-1.04083e-017	0.91446	-0.00365935	0.40466	4.0155
0.06	0.03	0.912851	-0.00628535	0.408244	4.0155
0.05	-0.02	0.915076	0.00652332	0.403229	4.0185
0.09	0.05	0.912303	-0.00272567	0.409507	4.0185
0.1	0.06	0.910507	0.0077244	0.413422	4.02
0.08	-0.05	0.911672	-0.00458689	0.410892	4.0205
0.09	-0.04	0.912034	2.38279e-005	0.410114	4.0215
0.08	0.06	0.913886	0.0022851	0.405965	4.0225
0.06	-0.03	0.915177	0.00716889	0.402988	4.0245
0.02	0.08	0.916651	0.0051189	0.399655	4.025
0.06	-1.04083e-017	0.916832	0.00574222	0.399232	4.025
0.08	0.09	0.912733	0.00290409	0.408547	4.0265
0.09	0.02	0.914251	-0.00742557	0.40508	4.0265
0.1	-0.03	0.913058	0.00393945	0.407812	4.0265
0.1	-0.02	0.913584	-0.00716051	0.406587	4.0265
0.08	0.09	0.91316	0.00090689	0.4076	4.0275
0.02	0.01	0.910501	-0.000548604	0.413507	5.63
-2.59124e-016	-0.03	0.911377	-0.00700877	0.411513	5.638
0.02	0.06	0.911299	0.00212921	0.411741	5.6445
1.29671e-016	0.08	0.912482	0.00543222	0.409081	5.648
0.06	-0.02	0.912225	0.00173995	0.409687	5.6615
1.29671e-016	-0.08	0.915378	-0.00372046	0.402578	5.6625
0.03	-0.07	0.915025	0.00825769	0.403312	5.672
0.06	-0.1	0.912608	0.00471314	0.408809	5.6735
0.07	-1.04083e-017	0.913804	-0.00486447	0.406126	5.6735
0.09	-0.02	0.912434	0.00268947	0.409216	5.674
0.03	-0.05	0.914183	-0.00478115	0.405273	5.6755
0.1	-0.05	0.911762	-0.00254555	0.41071	5.681
0.07	0.01	0.911433	-0.00104555	0.411447	5.6835
0.09	-0.08	0.91325	0.00747164	0.407331	5.6855
0.1	0.02	0.911553	0.00694481	0.411124	5.6905
0.04	-0.09	0.915376	0.0046787	0.402573	5.692
0.04	0.01	0.916162	0.0058209	0.400766	5.692
0.09	-0.01	0.913293	0.00152249	0.407301	5.693
0.06	0.05	0.916165	0.00104413	0.400801	5.7
1.29454e-016	0.01	0.910619	-0.000104521	0.413247	6.8905
0	0.06	0.911733	-0.000158982	0.410784	6.893
-3.88361e-016	-0.05	0.911463	-0.00252573	0.411374	6.9
0.02	-1.04083e-017	0.911683	0.00253787	0.410886	6.902
-1.29454e-016	-0.04	0.912539	-0.00536599	0.408954	6.904
0.02	0.07	0.910942	7.4262e-005	0.412534	6.9045
0	0.07	0.912064	8.95242e-005	0.410049	6.9065
0.01	-0.07	0.911399	-0.00417128	0.411502	6.9065
1.29454e-016	0.01	0.912443	0.00718119	0.409141	6.9085
0.02	-1.04083e-017	0.91097	0.00583516	0.412432	6.9105
1.29454e-016	0.01	0.912583	-0.00682479	0.408835	6.9115
0.01	-0.07	0.912101	-0.00557517	0.409928	6.9125
0.01	0.08	0.913289	0.00595499	0.407268	6.9125
0.03	-0.07	0.91065	0.00235003	0.413173	6.914
0.02	0.09	0.911638	0.0056482	0.410955	6.9155
-3.88361e-016	-0.05	0.913234	-0.00440095	0.407412	6.9165
0.03	-0.04	0.910555	0.00135659	0.413387	6.92
0.01	-0.05	0.91303	0.00201545	0.407887	6.921
0.01	-1.04083e-017	0.911702	0.00689932	0.410794	6.922
0.05	-0.1	0.911697	0.00801554	0.410785	6.922
0.01	0.08	0.913429	0.00604185	0.406953	6.9235
0.05	0.02	0.911397	-0.00447339	0.411504	6.9255
0.02	-1.04083e-017	0.913027	0.00536172	0.407863	6.9275
0.05	0.01	0.910615	-0.00634067	0.413208	6.9285
0.01	0.03	0.913604	-0.00143915	0.406602	6.929
0.06	-0.02	0.911615	-0.00226352	0.41104	6.9295
0.02	0.05	0.912636	-0.00056293	0.408772	6.9305
0.01	-0.01	0.913929	0.00572158	0.405834	6.931
0.02	-0.02	0.914614	0.00404172	0.404308	6.931
0	-0.1	0.915234	0.00452298	0.402896	6.9315
0.03	0.1	0.913108	0.00509108	0.407686	6.932
0.06	-0.09	0.91074	-0.000869271	0.412979	6.9325
0.09	-0.02	0.911191	0.00232121	0.411978	6.9325
0.09	0.06	0.910884	0.00679666	0.412607	6.9325
0.04	-1.04083e-017	0.911429	0.00113247	0.411456	6.9335
0.01	-0.05	0.914817	0.00637925	0.403818	6.934
0.05	0.04	0.911074	0.00106309	0.412241	6.9345
0	0.07	0.915158	0.00554742	0.403058	6.935
0.03	-0.08	0.914502	-0.00230828	0.404574	6.935
-2.59124e-016	-0.03	0.91498	-0.00283193	0.403489	6.9355
0.04	-0.03	0.913316	-0.00629554	0.407203	6.9355
0.09	-0.1	0.910615	0.00516856	0.413222	6.9355
0	-0.06	0.914342	-0.00597615	0.404898	6.9375
0.06	0.02	0.912126	-0.00694315	0.409852	6.938
0.01	-0.01	0.914366	0.00321979	0.404875	6.9395
0.01	0.01	0.914458	0.00782951	0.404604	6.9395
0.09	0.1	0.910756	-0.00600258	0.412902	6.9395
-3.88361e-016	-0.05	0.916355	0.0029802	0.400356	6.94
0.01	-0.1	0.914663	0.00147043	0.404215	6.94
0.07	0.07	0.911622	-0.000842392	0.411028	6.94
0.05	-0.07	0.912721	-0.0067257	0.408528	6.941
0.09	0.03	0.911079	0.00300863	0.412221	6.941
0.02	0.06	0.914691	0.00211371	0.404149	6.9415
0.03	-0.03	0.914251	-0.00140621	0.405147	6.942
0.04	-0.02	0.911924	-0.00248642	0.410351	6.942
0.07	-1.04083e-017	0.911434	-0.00470543	0.411419	6.942
0.07	-0.02	0.912465	-0.00441284	0.40913	6.9425
0.09	-0.05	0.911168	0.00726662	0.41197	6.9435
0.04	0.05	0.914819	0.00547924	0.403827	6.944
0.02	-0.04	0.915424	0.00587399	0.402447	6.9445
0.04	-0.07	0.91322	-0.0070254	0.407406	6.9445
0.03	-0.04	0.914926	-0.00691959	0.403563	6.9455
0.05	0.08	0.912971	-0.00032498	0.408024	6.946
0.03	-0.06	0.915027	0.0082529	0.403309	6.9465
0.05	-1.04083e-017	0.912628	0.00695203	0.408731	6.9465
0.09	0.01	0.91112	-0.00514186	0.41211	6.9465
0.02	0.03	0.915181	-0.00676475	0.402986	6.9475
0.08	-0.05	0.912428	-0.0054624	0.409201	6.9475
0.09	-0.06	0.91185	-0.0014274	0.410521	6.948
0.07	-0.01	0.911933	-0.00151221	0.410337	6.949
0.08	0.07	0.911473	0.00297406	0.411349	6.949
0.04	-0.05	0.914653	0.00818907	0.404158	6.95
0.08	0.03	0.910911	0.00527599	0.412569	6.95
1.29671e-016	-0.08	0.915746	0.00579643	0.401715	6.951
0.03	-0.09	0.912853	-0.00614612	0.408241	6.9525
0.03	-0.05	0.914182	0.00331074	0.40529	6.9525
0.04	0.02	0.913567	0.00262749	0.406679	6.9535
